Game Number,Date,Home Team,Home Money Line,Home Spread,Home Score,Home W/L,Home Covered,Away Team,Away Money Line,Away Spread,Away Score,Away W/L,Away Covered,Total,Total Covered
1,2021-10-19,Milwaukee,100,0.0,127,W,Y,Brooklyn,-120,0.0,104,L,N,240.5,under
2,2021-10-19,Los Angeles Lakers,-210,-5.0,114,L,N,Golden State,175,5.0,121,W,Y,230.5,over
3,2021-10-20,Charlotte,-130,-2.0,123,W,N,Indiana,110,2.0,122,L,Y,228.5,over
4,2021-10-20,Detroit,125,2.5,88,L,N,Chicago,-145,-2.5,94,W,Y,220.5,under
5,2021-10-20,New York,-120,-1.0,138,W,Y,Boston,100,1.0,134,L,N,217.5,over
6,2021-10-20,Toronto,-155,-3.5,83,L,N,Washington,135,3.5,98,W,Y,220.0,under
7,2021-10-20,New Orleans,105,1.5,97,L,N,Philadelphia,-125,-1.5,117,W,Y,227.5,under
8,2021-10-20,Minnesota,-190,-4.5,124,W,Y,Houston,165,4.5,106,L,N,228.5,over
9,2021-10-20,Memphis,-350,-8.0,132,W,Y,Cleveland,275,8.0,121,L,N,217.5,over
10,2021-10-20,San Antonio,-210,-5.5,123,W,Y,Orlando,175,5.5,97,L,N,215.5,over
11,2021-10-20,Utah,-700,-11.5,107,W,Y,Oklahoma City,450,11.5,86,L,N,221.5,under
12,2021-10-20,Portland,-210,-5.5,121,L,N,Sacramento,175,5.5,124,W,Y,231.5,over
13,2021-10-20,Phoenix,-250,-6.5,98,L,N,Denver,210,6.5,110,W,Y,224.5,under
14,2021-10-21,Atlanta,-145,-2.5,113,W,Y,Dallas,125,2.5,87,L,N,224.5,under
15,2021-10-21,Miami,105,1.5,137,W,Y,Milwaukee,-125,-1.5,95,L,N,224.5,over
16,2021-10-21,Golden State,-141,-2.5,115,W,N,Los Angeles Clippers,116,2.5,113,L,Y,225.5,over
17,2021-10-22,Cleveland,135,3.0,112,L,N,Charlotte,-160,-3.0,123,W,Y,225.5,over
18,2021-10-22,Orlando,225,4.5,96,L,N,New York,-275,-4.5,121,W,Y,212.0,over
19,2021-10-22,Washington,-125,-2.0,135,W,N,Indiana,105,2.0,134,L,Y,229.0,over
20,2021-10-22,Boston,-270,-8.0,83,L,N,Toronto,220,8.0,115,W,Y,221.0,under
21,2021-10-22,Philadelphia,130,1.0,109,L,N,Brooklyn,-150,-1.0,114,W,Y,229.5,under
22,2021-10-22,Chicago,-275,-6.5,128,W,Y,New Orleans,225,6.5,112,L,N,224.0,over
23,2021-10-22,Houston,-125,-3.0,124,W,Y,Oklahoma City,105,3.0,91,L,N,225.5,under
24,2021-10-22,Denver,-300,-7.0,102,W,N,San Antonio,250,7.0,96,L,Y,218.0,under
25,2021-10-22,Los Angeles Lakers,-115,-2.5,105,L,N,Phoenix,-105,2.5,115,W,Y,226.0,under
26,2021-10-22,Sacramento,185,6.0,101,L,N,Utah,-225,-6.0,110,W,Y,226.0,under
27,2021-10-23,Cleveland,265,7.5,101,W,Y,Atlanta,-330,-7.5,95,L,N,222.5,under
28,2021-10-23,Indiana,140,3.5,102,W,Y,Miami,-165,-3.5,91,L,N,223.5,under
29,2021-10-23,Toronto,140,3.5,95,L,N,Dallas,-165,-3.5,103,W,Y,216.0,under
30,2021-10-23,Chicago,-420,-9.0,97,W,Y,Detroit,315,9.0,82,L,N,214.0,under
31,2021-10-23,Minnesota,-250,-6.5,96,W,Y,New Orleans,210,6.5,89,L,N,227.5,under
32,2021-10-23,San Antonio,260,7.5,111,L,N,Milwaukee,-320,-7.5,121,W,Y,223.5,over
33,2021-10-23,Portland,-140,-2.5,134,W,Y,Phoenix,120,2.5,105,L,N,232.5,over
34,2021-10-23,Los Angeles Clippers,-159,-4.0,114,L,N,Memphis,133,4.0,120,W,Y,226.0,over
35,2021-10-24,Brooklyn,-380,-8.5,95,L,N,Charlotte,290,8.5,111,W,Y,231.5,under
36,2021-10-24,New York,-750,-12.0,104,L,N,Orlando,500,12.0,110,W,Y,215.0,under
37,2021-10-24,Houston,185,6.0,97,L,N,Boston,-225,-6.0,107,W,Y,225.5,under
38,2021-10-24,Oklahoma City,275,7.5,103,L,N,Philadelphia,-350,-7.5,115,W,Y,216.5,over
39,2021-10-24,Sacramento,135,3.0,107,L,N,Golden State,-160,-3.0,119,W,Y,231.0,under
40,2021-10-24,Los Angeles Lakers,-250,-6.0,121,W,N,Memphis,210,6.0,118,L,Y,221.0,over
41,2021-10-25,Charlotte,-105,1.0,129,L,N,Boston,-115,-1.0,140,W,Y,224.0,over
42,2021-10-25,Indiana,130,3.0,109,L,N,Milwaukee,-150,-3.0,119,W,Y,229.0,under
43,2021-10-25,Atlanta,-625,-10.5,122,W,Y,Detroit,430,10.5,104,L,N,213.5,over
44,2021-10-25,Brooklyn,-330,-7.0,104,W,Y,Washington,265,7.0,90,L,N,233.5,under
45,2021-10-25,Miami,-1600,-14.0,107,W,Y,Orlando,800,14.0,90,L,N,213.5,under
46,2021-10-25,Toronto,120,2.5,108,L,N,Chicago,-140,-2.5,111,W,Y,212.0,over
47,2021-10-25,Minnesota,-220,-5.5,98,L,N,New Orleans,180,5.5,107,W,Y,224.5,under
48,2021-10-25,Denver,-655,-10.5,87,L,N,Cleveland,445,10.5,99,W,Y,220.5,under
49,2021-10-25,Los Angeles Clippers,-155,-3.5,116,W,Y,Portland,130,3.5,86,L,N,234.5,under
50,2021-10-26,New York,-120,-1.0,112,W,Y,Philadelphia,100,1.0,99,L,N,217.5,under
51,2021-10-26,Oklahoma City,340,9.0,98,L,Y,Golden State,-460,-9.0,106,W,N,224.0,under
52,2021-10-26,Dallas,-700,-11.0,116,W,N,Houston,475,11.0,106,L,Y,220.5,over
53,2021-10-26,San Antonio,165,4.5,121,L,Y,Los Angeles Lakers,-195,-4.5,125,W,N,220.0,over
54,2021-10-26,Utah,-320,-7.0,122,W,Y,Denver,260,7.0,110,L,N,219.0,over
55,2021-10-27,Orlando,200,6.0,111,L,N,Charlotte,-240,-6.0,120,W,Y,217.0,over
56,2021-10-27,Boston,-180,-4.5,107,L,N,Washington,155,4.5,116,W,Y,227.5,under
57,2021-10-27,Brooklyn,-200,-5.0,93,L,N,Miami,170,5.0,106,W,Y,219.0,under
58,2021-10-27,Toronto,100,1.0,118,W,Y,Indiana,-120,-1.0,100,L,N,218.5,under
59,2021-10-27,New Orleans,200,6.0,99,L,Y,Atlanta,-240,-6.0,102,W,N,221.0,under
60,2021-10-27,Milwaukee,-275,-6.0,108,L,N,Minnesota,225,6.0,113,W,Y,228.5,under
61,2021-10-27,Oklahoma City,300,8.0,123,W,Y,Los Angeles Lakers,-395,-8.0,115,L,N,220.5,over
62,2021-10-27,Phoenix,-370,-8.5,107,L,N,Sacramento,285,8.5,110,W,Y,227.0,under
63,2021-10-27,Portland,-135,-2.5,116,W,Y,Memphis,115,2.5,96,L,N,235.5,under
64,2021-10-27,Los Angeles Clippers,-335,-8.0,79,L,N,Cleveland,265,8.0,92,W,Y,217.0,under
65,2021-10-28,Philadelphia,-565,-10.5,110,W,N,Detroit,400,10.5,102,L,Y,217.5,under
66,2021-10-28,Washington,105,1.5,122,W,Y,Atlanta,-125,-1.5,111,L,N,222.0,over
67,2021-10-28,Chicago,-125,-2.0,103,L,N,New York,105,2.0,104,W,Y,216.0,under
68,2021-10-28,Houston,315,9.0,91,L,N,Utah,-420,-9.0,122,W,Y,223.5,under
69,2021-10-28,Dallas,-270,-6.0,104,W,N,San Antonio,220,6.0,99,L,Y,221.5,under
70,2021-10-28,Golden State,-220,-5.0,101,L,N,Memphis,180,5.0,104,W,Y,233.0,under
71,2021-10-29,Toronto,-350,-8.0,110,W,N,Orlando,275,8.0,109,L,Y,210.0,over
72,2021-10-29,Brooklyn,-420,-8.0,105,W,N,Indiana,315,8.0,98,L,Y,223.0,under
73,2021-10-29,Miami,-230,-5.5,114,W,Y,Charlotte,190,5.5,99,L,N,220.5,under
74,2021-10-29,New Orleans,110,2.0,109,L,N,Sacramento,-130,-2.0,113,W,Y,220.0,over
75,2021-10-29,Denver,-140,-1.5,106,W,Y,Dallas,120,1.5,75,L,N,219.5,under
76,2021-10-29,Portland,-137,-2.5,111,W,Y,Los Angeles Clippers,116,2.5,92,L,N,223.0,under
77,2021-10-29,Los Angeles Lakers,-395,-8.0,113,W,Y,Cleveland,300,8.0,101,L,N,219.5,under
78,2021-10-30,Washington,-140,-2.0,115,W,Y,Boston,120,2.0,112,L,N,225.0,over
79,2021-10-30,Detroit,-200,-5.0,110,W,Y,Orlando,170,5.0,103,L,N,205.5,over
80,2021-10-30,New Orleans,175,5.5,117,L,N,New York,-210,-5.5,123,W,Y,216.0,over
81,2021-10-30,Indiana,-165,-3.5,94,L,N,Toronto,140,3.5,97,W,Y,214.5,under
82,2021-10-30,Philadelphia,-160,-3.0,122,W,Y,Atlanta,135,3.0,94,L,N,217.5,under
83,2021-10-30,Chicago,150,4.0,107,W,Y,Utah,-175,-4.0,99,L,N,217.0,under
84,2021-10-30,Milwaukee,-300,-7.0,93,L,N,San Antonio,250,7.0,102,W,Y,224.5,under
85,2021-10-30,Memphis,-135,-2.0,103,L,N,Miami,115,2.0,129,W,Y,217.5,over
86,2021-10-30,Golden State,-1100,-12.5,103,W,Y,Oklahoma City,650,12.5,82,L,N,220.0,under
87,2021-10-30,Minnesota,-140,-2.5,91,L,N,Denver,120,2.5,93,W,Y,222.0,under
88,2021-10-30,Phoenix,-480,-10.0,101,W,N,Cleveland,350,10.0,92,L,Y,217.5,under
89,2021-10-31,Dallas,-180,-4.5,105,W,Y,Sacramento,155,4.5,99,L,N,219.0,under
90,2021-10-31,Charlotte,105,1.0,125,W,Y,Portland,-125,-1.0,113,L,N,230.0,over
91,2021-10-31,Milwaukee,-105,-1.0,95,L,N,Utah,-115,1.0,107,W,Y,224.0,under
92,2021-10-31,Brooklyn,-950,-13.0,117,W,Y,Detroit,600,13.0,91,L,N,215.0,under
93,2021-10-31,Los Angeles Lakers,-700,-12.5,95,W,N,Houston,475,12.5,85,L,Y,224.0,under
94,2021-11-01,Charlotte,-200,-4.5,110,L,N,Cleveland,170,4.5,113,W,Y,224.0,under
95,2021-11-01,Indiana,-150,-3.5,131,W,Y,San Antonio,130,3.5,118,L,N,219.0,over
96,2021-11-01,Philadelphia,-130,-6.0,113,W,Y,Portland,110,6.0,103,L,N,220.5,under
97,2021-11-01,Atlanta,-210,-6.0,118,W,Y,Washington,175,6.0,111,L,N,223.0,over
98,2021-11-01,Boston,-135,-2.5,114,L,N,Chicago,115,2.5,128,W,Y,217.5,over
99,2021-11-01,New York,-250,-6.5,104,L,N,Toronto,210,6.5,113,W,Y,212.5,over
100,2021-11-01,Minnesota,-415,-9.0,97,L,N,Orlando,310,9.0,115,W,Y,214.5,under
101,2021-11-01,Memphis,-125,-1.5,106,W,Y,Denver,105,1.5,97,L,N,216.0,under
102,2021-11-01,Los Angeles Clippers,-625,-10.5,99,W,N,Oklahoma City,450,10.5,94,L,Y,213.0,under
103,2021-11-02,Detroit,170,4.5,89,L,N,Milwaukee,-200,-4.5,117,W,Y,216.5,under
104,2021-11-02,Dallas,110,2.0,110,L,N,Miami,-130,-2.0,125,W,Y,213.0,over
105,2021-11-02,Utah,-430,-9.5,119,W,N,Sacramento,320,9.5,113,L,Y,220.0,over
106,2021-11-02,Phoenix,-605,-11.5,112,W,Y,New Orleans,420,11.5,100,L,N,217.0,under
107,2021-11-02,Los Angeles Lakers,-575,-10.5,119,W,N,Houston,405,10.5,117,L,Y,218.0,over
108,2021-11-03,Cleveland,130,3.0,107,W,Y,Portland,-150,-3.0,104,L,N,219.0,under
109,2021-11-03,Indiana,-130,-2.0,111,W,Y,New York,110,2.0,98,L,N,218.0,under
110,2021-11-03,Orlando,210,6.0,79,L,N,Boston,-250,-6.0,92,W,Y,215.0,under
111,2021-11-03,Philadelphia,-140,-2.5,103,W,Y,Chicago,120,2.5,98,L,N,217.5,under
112,2021-11-03,Washington,-160,-3.0,100,L,N,Toronto,135,3.0,109,W,Y,215.5,under
113,2021-11-03,Brooklyn,-220,-5.5,117,W,Y,Atlanta,180,5.5,108,L,N,219.0,over
114,2021-11-03,Memphis,-120,-1.5,108,W,Y,Denver,100,1.5,106,L,N,213.0,over
115,2021-11-03,Minnesota,-120,-1.5,115,L,N,Los Angeles Clippers,-103,1.5,126,W,Y,217.5,over
116,2021-11-03,San Antonio,100,1.0,108,L,p,Dallas,-120,-1.0,109,W,p,216.0,over
117,2021-11-03,Golden State,-240,-6.0,114,W,Y,Charlotte,200,6.0,92,L,N,225.5,under
118,2021-11-03,Sacramento,-210,-5.5,112,W,Y,New Orleans,175,5.5,99,L,N,218.5,under
119,2021-11-04,Detroit,200,6.0,98,L,N,Philadelphia,-240,-6.0,109,W,Y,208.5,under
120,2021-11-04,Atlanta,-105,0.0,98,L,N,Utah,-115,0.0,116,W,Y,220.5,under
121,2021-11-04,Miami,-300,-8.0,78,L,N,Boston,250,8.0,95,W,Y,215.0,under
122,2021-11-04,Phoenix,-665,-10.5,123,W,Y,Houston,450,10.5,111,L,N,217.5,over
123,2021-11-04,Los Angeles Lakers,-1100,-13.0,104,L,N,Oklahoma City,650,13.0,107,W,Y,217.5,under
124,2021-11-05,Detroit,360,10.0,90,L,Y,Brooklyn,-500,-10.0,96,W,N,211.5,under
125,2021-11-05,Orlando,135,3.5,89,L,N,San Antonio,-160,-3.5,102,W,Y,212.0,under
126,2021-11-05,Washington,100,0.0,115,W,Y,Memphis,-120,0.0,87,L,N,225.0,under
127,2021-11-05,Toronto,-240,-6.0,101,L,N,Cleveland,200,6.0,102,W,Y,212.0,under
128,2021-11-05,Milwaukee,-210,-4.5,98,L,N,New York,175,4.5,113,W,Y,217.5,under
129,2021-11-05,Minnesota,120,3.0,84,L,N,Los Angeles Clippers,-148,-3.0,104,W,Y,215.5,under
130,2021-11-05,Golden State,-430,-9.0,126,W,Y,New Orleans,320,9.0,85,L,N,219.5,under
131,2021-11-05,Portland,-150,-3.5,110,W,Y,Indiana,130,3.5,106,L,N,223.0,under
132,2021-11-05,Sacramento,-120,-1.5,140,W,Y,Charlotte,100,1.5,110,L,N,227.0,over
133,2021-11-06,Denver,-585,-10.5,95,W,N,Houston,410,10.5,94,L,Y,218.0,under
134,2021-11-06,Miami,-145,-3.5,118,W,N,Utah,125,3.5,115,L,Y,212.5,over
135,2021-11-06,Chicago,-165,-3.0,105,L,N,Philadelphia,140,3.0,114,W,Y,211.5,over
136,2021-11-06,Dallas,-195,-5.0,107,W,N,Boston,165,5.0,104,L,Y,214.0,under
137,2021-11-06,Phoenix,-200,-5.0,121,W,N,Atlanta,170,5.0,117,L,Y,222.0,over
138,2021-11-06,Portland,-200,-5.0,105,W,Y,Los Angeles Lakers,170,5.0,90,L,N,218.5,under
139,2021-11-07,Toronto,130,4.0,103,L,N,Brooklyn,-150,-4.0,116,W,Y,211.0,over
140,2021-11-07,New York,-320,-7.5,109,L,N,Cleveland,260,7.5,126,W,Y,209.0,over
141,2021-11-07,Orlando,525,12.0,107,W,Y,Utah,-800,-12.0,100,L,N,212.0,under
142,2021-11-07,Washington,100,3.0,101,W,Y,Milwaukee,-120,-3.0,94,L,N,221.5,under
143,2021-11-07,Sacramento,-125,-1.5,91,L,N,Indiana,105,1.5,94,W,Y,223.0,under
144,2021-11-07,Oklahoma City,150,4.5,99,W,Y,San Antonio,-175,-4.5,94,L,N,212.0,under
145,2021-11-07,Golden State,-900,-13.0,120,W,p,Houston,575,13.0,107,L,p,222.0,over
146,2021-11-07,Los Angeles Clippers,-210,-5.5,120,W,Y,Charlotte,175,5.5,106,L,N,222.5,over
147,2021-11-08,Philadelphia,-185,-4.5,96,L,N,New York,160,4.5,103,W,Y,210.0,under
148,2021-11-08,Chicago,-125,-1.5,118,W,Y,Brooklyn,105,1.5,95,L,N,215.0,under
149,2021-11-08,Memphis,-240,-6.0,125,W,Y,Minnesota,200,6.0,118,L,N,218.5,over
150,2021-11-08,Dallas,-435,-9.0,108,W,Y,New Orleans,325,9.0,92,L,N,210.5,under
151,2021-11-08,Denver,105,1.0,113,W,Y,Miami,-125,-1.0,96,L,N,206.5,over
152,2021-11-08,Golden State,-140,-2.5,127,W,Y,Atlanta,120,2.5,113,L,N,221.5,over
153,2021-11-08,Sacramento,130,3.0,104,L,N,Phoenix,-150,-3.0,109,W,Y,222.5,under
154,2021-11-08,Los Angeles Lakers,-140,-2.5,126,W,Y,Charlotte,120,2.5,123,L,N,224.5,over
155,2021-11-09,Philadelphia,210,6.5,109,L,N,Milwaukee,-250,-6.5,118,W,Y,222.5,over
156,2021-11-09,Utah,-350,-8.0,110,W,Y,Atlanta,275,8.0,98,L,N,221.5,under
157,2021-11-09,Los Angeles Clippers,-143,-3.0,117,W,Y,Portland,120,3.0,109,L,N,221.0,over
158,2021-11-10,Cleveland,135,3.0,94,L,p,Washington,-160,-3.0,97,W,p,213.5,under
159,2021-11-10,Orlando,315,9.0,90,L,N,Brooklyn,-420,-9.0,123,W,Y,210.5,over
160,2021-11-10,Boston,-130,-2.5,104,W,Y,Toronto,110,2.5,88,L,N,211.0,under
161,2021-11-10,New York,-150,-3.0,100,L,N,Milwaukee,130,3.0,112,W,Y,215.5,under
162,2021-11-10,Houston,-180,-4.5,104,L,N,Detroit,155,4.5,112,W,Y,210.5,over
163,2021-11-10,Chicago,-160,-4.5,117,W,Y,Dallas,135,4.5,107,L,N,212.0,over
164,2021-11-10,Memphis,-195,-5.0,108,L,N,Charlotte,165,5.0,118,W,Y,228.0,under
165,2021-11-10,New Orleans,-195,-4.5,100,L,N,Oklahoma City,165,4.5,108,W,Y,211.0,under
166,2021-11-10,San Antonio,-105,-1.0,136,W,Y,Sacramento,-115,1.0,117,L,N,222.0,over
167,2021-11-10,Denver,135,3.0,101,W,Y,Indiana,-160,-3.0,98,L,N,213.0,under
168,2021-11-10,Phoenix,-240,-5.5,119,W,Y,Portland,200,5.5,109,L,N,221.0,over
169,2021-11-10,Golden State,-300,-10.0,123,W,Y,Minnesota,250,10.0,110,L,N,221.0,over
170,2021-11-10,Los Angeles Lakers,165,4.0,120,W,Y,Miami,-195,-4.0,117,L,N,214.5,over
171,2021-11-11,Philadelphia,-135,-2.0,109,L,N,Toronto,115,2.0,115,W,Y,213.5,over
172,2021-11-11,Utah,-500,-9.0,100,L,N,Indiana,360,9.0,111,W,Y,219.5,under
173,2021-11-11,Los Angeles Clippers,-139,-2.5,112,W,Y,Miami,118,2.5,109,L,N,214.5,over
174,2021-11-12,Charlotte,100,1.0,104,W,Y,New York,-120,-1.0,96,L,N,225.5,under
175,2021-11-12,Boston,110,2.0,122,W,Y,Milwaukee,-130,-2.0,113,L,N,214.0,over
176,2021-11-12,Cleveland,-200,-5.0,98,W,Y,Detroit,170,5.0,78,L,N,203.0,under
177,2021-11-12,Houston,200,6.5,92,L,N,Portland,-240,-6.5,104,W,Y,223.5,under
178,2021-11-12,Memphis,-125,-1.0,94,L,N,Phoenix,105,1.0,119,W,Y,221.5,under
179,2021-11-12,New Orleans,275,7.5,112,L,N,Brooklyn,-350,-7.5,120,W,Y,211.5,over
180,2021-11-12,Oklahoma City,155,4.0,105,W,Y,Sacramento,-180,-4.0,103,L,N,218.0,under
181,2021-11-12,San Antonio,115,2.5,109,L,N,Dallas,-135,-2.5,123,W,Y,218.5,over
182,2021-11-12,Denver,-200,-4.0,105,W,Y,Atlanta,170,4.0,96,L,N,215.5,under
183,2021-11-12,Golden State,-225,-5.5,119,W,Y,Chicago,185,5.5,93,L,N,221.5,under
184,2021-11-12,Los Angeles Lakers,-150,-4.5,83,L,N,Minnesota,130,4.5,107,W,Y,226.0,under
185,2021-11-13,Utah,-330,-7.5,105,L,N,Miami,265,7.5,111,W,Y,213.5,over
186,2021-11-13,Indiana,-145,-2.5,118,W,Y,Philadelphia,125,2.5,113,L,N,217.5,over
187,2021-11-13,Orlando,150,4.0,92,L,N,Washington,-175,-4.0,104,W,Y,204.5,under
188,2021-11-13,New Orleans,125,2.5,112,W,Y,Memphis,-145,-2.5,101,L,N,221.5,under
189,2021-11-13,Toronto,-370,-9.0,121,L,N,Detroit,285,9.0,127,W,Y,201.5,over
190,2021-11-13,Cleveland,125,2.5,91,W,Y,Boston,-145,-2.5,89,L,N,202.5,under
191,2021-11-13,Los Angeles Clippers,-250,-6.5,129,W,Y,Minnesota,205,6.5,102,L,N,222.5,over
192,2021-11-14,Los Angeles Lakers,-150,-2.5,114,W,Y,San Antonio,130,2.5,106,L,N,223.0,under
193,2021-11-14,Atlanta,-125,-1.5,120,W,Y,Milwaukee,105,1.5,100,L,N,221.0,under
194,2021-11-14,Charlotte,175,5.0,106,W,Y,Golden State,-210,-5.0,102,L,N,224.0,under
195,2021-11-14,Houston,300,9.0,89,L,N,Phoenix,-395,-9.0,115,W,Y,223.0,under
196,2021-11-14,Oklahoma City,310,9.5,96,L,N,Brooklyn,-415,-9.5,120,W,Y,212.0,over
197,2021-11-14,Denver,-250,-4.0,124,W,Y,Portland,210,4.0,95,L,N,216.0,over
198,2021-11-14,Los Angeles Clippers,-155,-3.5,90,L,N,Chicago,130,3.5,100,W,Y,218.0,under
199,2021-11-15,Cleveland,120,2.5,92,L,N,Boston,-140,-2.5,98,W,Y,199.0,under
200,2021-11-15,Detroit,165,4.5,107,L,N,Sacramento,-195,-4.5,129,W,Y,212.5,over
201,2021-11-15,Washington,-145,-2.5,105,W,Y,New Orleans,125,2.5,100,L,N,213.5,under
202,2021-11-15,Atlanta,-605,-10.0,129,W,Y,Orlando,420,10.0,111,L,N,214.0,over
203,2021-11-15,New York,-150,-3.0,92,W,Y,Indiana,130,3.0,84,L,N,217.0,under
204,2021-11-15,Dallas,-180,-4.0,111,W,Y,Denver,155,4.0,101,L,N,209.0,over
205,2021-11-15,Memphis,-655,-11.0,136,W,Y,Houston,445,11.0,102,L,N,221.0,over
206,2021-11-15,Minnesota,135,3.0,96,L,p,Phoenix,-160,-3.0,99,W,p,222.0,under
207,2021-11-15,Oklahoma City,360,9.0,90,L,N,Miami,-500,-9.0,103,W,Y,210.5,under
208,2021-11-15,Portland,-125,-1.5,118,W,Y,Toronto,105,1.5,113,L,N,212.5,over
209,2021-11-15,Los Angeles Lakers,-115,-1.0,103,L,N,Chicago,-105,1.0,121,W,Y,219.0,over
210,2021-11-16,Brooklyn,-150,-3.5,99,L,N,Golden State,130,3.5,117,W,Y,220.5,under
211,2021-11-16,Utah,-370,-9.0,120,W,Y,Philadelphia,285,9.0,85,L,N,217.0,under
212,2021-11-16,Los Angeles Clippers,-275,-7.0,106,W,Y,San Antonio,220,7.0,92,L,N,220.0,under
213,2021-11-17,Charlotte,-125,-2.5,97,W,Y,Washington,105,2.5,87,L,N,215.0,under
214,2021-11-17,Detroit,210,6.5,97,W,Y,Indiana,-250,-6.5,89,L,N,211.0,under
215,2021-11-17,Atlanta,-180,-4.0,110,W,Y,Boston,155,4.0,99,L,N,214.0,under
216,2021-11-17,Brooklyn,-645,-10.5,109,W,N,Cleveland,440,10.5,99,L,Y,207.0,over
217,2021-11-17,Miami,-415,-8.5,113,W,Y,New Orleans,310,8.5,98,L,N,220.0,under
218,2021-11-17,New York,-800,-11.5,98,L,N,Orlando,525,11.5,104,W,Y,209.0,under
219,2021-11-17,Milwaukee,-395,-7.5,109,W,N,Los Angeles Lakers,300,7.5,102,L,Y,215.0,under
220,2021-11-17,Minnesota,-130,-2.0,107,W,Y,Sacramento,110,2.0,97,L,N,222.5,under
221,2021-11-17,Oklahoma City,-165,-3.5,101,W,Y,Houston,140,3.5,89,L,N,211.5,under
222,2021-11-17,Phoenix,-360,-8.0,105,W,N,Dallas,280,8.0,98,L,Y,215.5,under
223,2021-11-17,Portland,-140,-2.5,112,W,Y,Chicago,120,2.5,107,L,N,221.0,under
224,2021-11-18,Cleveland,310,8.5,89,L,N,Golden State,-415,-8.5,104,W,Y,208.0,under
225,2021-11-18,Miami,-300,-7.0,112,W,Y,Washington,250,7.0,97,L,N,210.0,under
226,2021-11-18,Memphis,102,1.5,120,W,Y,Los Angeles Clippers,-121,-1.5,108,L,N,221.0,over
227,2021-11-18,Minnesota,-125,-2.0,115,W,Y,San Antonio,105,2.0,90,L,N,222.5,under
228,2021-11-18,Denver,-340,-8.0,89,L,N,Philadelphia,270,8.0,103,W,Y,209.5,under
229,2021-11-18,Utah,-480,-9.0,119,W,Y,Toronto,350,9.0,103,L,N,213.0,over
230,2021-11-19,Charlotte,-140,-2.5,121,W,Y,Indiana,120,2.5,118,L,N,215.5,over
231,2021-11-19,Detroit,250,9.5,102,L,Y,Golden State,-300,-9.5,105,W,N,210.0,under
232,2021-11-19,Boston,-120,-2.0,130,W,Y,Los Angeles Lakers,100,2.0,108,L,N,212.5,over
233,2021-11-19,Brooklyn,-1100,-12.5,115,W,N,Orlando,650,12.5,113,L,Y,209.0,over
234,2021-11-19,Milwaukee,-1000,-13.0,96,W,N,Oklahoma City,625,13.0,89,L,Y,214.5,under
235,2021-11-19,New Orleans,130,3.5,94,W,Y,Los Angeles Clippers,-155,-3.5,81,L,N,215.0,under
236,2021-11-19,Denver,-150,-4.0,108,L,N,Chicago,130,4.0,114,W,Y,211.5,over
237,2021-11-19,Phoenix,-350,-7.5,112,W,Y,Dallas,275,7.5,104,L,N,211.5,over
238,2021-11-19,Sacramento,-170,-3.5,89,L,N,Toronto,145,3.5,108,W,Y,218.0,under
239,2021-11-20,New York,-665,-11.0,106,W,N,Houston,450,11.0,99,L,Y,211.5,under
240,2021-11-20,Indiana,-340,-7.5,111,W,Y,New Orleans,270,7.5,94,L,N,214.5,under
241,2021-11-20,Washington,100,1.5,103,W,Y,Miami,-120,-1.5,100,L,N,209.0,under
242,2021-11-20,Atlanta,-240,-6.0,115,W,Y,Charlotte,200,6.0,105,L,N,226.0,under
243,2021-11-20,Boston,-665,-10.5,111,W,N,Oklahoma City,450,10.5,105,L,Y,205.5,over
244,2021-11-20,Milwaukee,-700,-11.5,117,W,N,Orlando,475,11.5,108,L,Y,212.5,over
245,2021-11-20,Minnesota,-125,-1.5,138,W,Y,Memphis,105,1.5,95,L,N,218.5,over
246,2021-11-20,Portland,-245,-6.0,118,W,Y,Philadelphia,205,6.0,111,L,N,218.0,over
247,2021-11-20,Sacramento,250,7.0,105,L,N,Utah,-300,-7.0,123,W,Y,223.5,over
248,2021-11-21,Los Angeles Clippers,-157,-3.5,97,W,Y,Dallas,128,3.5,91,L,N,215.5,under
249,2021-11-21,Detroit,265,7.5,116,L,Y,Los Angeles Lakers,-330,-7.5,121,W,N,209.0,over
250,2021-11-21,Chicago,-200,-5.5,109,W,Y,New York,170,5.5,103,L,N,210.0,over
251,2021-11-21,Phoenix,-330,-7.5,126,W,Y,Denver,265,7.5,97,L,N,209.5,over
252,2021-11-21,Golden State,-330,-7.5,119,W,Y,Toronto,265,7.5,104,L,N,215.5,over
253,2021-11-22,Cleveland,265,7.5,112,L,Y,Brooklyn,-330,-7.5,117,W,N,207.5,over
254,2021-11-22,Washington,-165,-4.0,103,L,N,Charlotte,140,4.0,109,W,Y,214.5,under
255,2021-11-22,Atlanta,-655,-11.0,113,W,Y,Oklahoma City,445,11.0,101,L,N,212.0,over
256,2021-11-22,Boston,-800,-12.5,108,W,Y,Houston,525,12.5,90,L,N,211.5,under
257,2021-11-22,Chicago,-195,-3.5,77,L,N,Indiana,165,3.5,109,W,Y,208.0,under
258,2021-11-22,Milwaukee,-800,-12.5,123,W,Y,Orlando,525,12.5,92,L,N,216.5,under
259,2021-11-22,New Orleans,125,2.5,96,L,N,Minnesota,-145,-2.5,110,W,Y,213.5,under
260,2021-11-22,San Antonio,215,5.5,111,L,Y,Phoenix,-260,-5.5,115,W,N,220.0,over
