Game Number,Date,Home Team,Home Money Line,Home Spread,Home Score,Home W/L,Home Covered,Away Team,Away Money Line,Away Spread,Away Score,Away W/L,Away Covered,Total,Total Covered
917,2022-02-27,Los Angeles Lakers,-130,-2.0,95,L,N,New Orleans,110,2.0,123,W,Y,225.0,under
918,2022-02-28,Cleveland,120,1.5,122,L,N,Minnesota,-140,-1.5,127,W,Y,222.5,over
919,2022-02-28,Orlando,-115,-1.5,119,W,Y,Indiana,-105,1.5,103,L,N,229.5,under
920,2022-02-28,Brooklyn,130,2.5,97,L,N,Toronto,-150,-2.5,133,W,Y,222.5,over
921,2022-02-28,Miami,-165,-3.0,112,W,Y,Chicago,140,3.0,99,L,N,225.5,under
922,2022-02-28,Memphis,-415,-8.5,118,W,Y,San Antonio,310,8.5,105,L,N,234.5,under
923,2022-02-28,Milwaukee,-565,-10.0,130,W,Y,Charlotte,400,10.0,106,L,N,241.5,under
924,2022-02-28,Oklahoma City,150,4.5,110,L,N,Sacramento,-175,-4.5,131,W,Y,222.5,over
925,2022-03-01,Washington,-150,-4.0,116,W,N,Detroit,130,4.0,113,L,Y,217.5,over
926,2022-03-01,Boston,-260,-6.5,107,W,Y,Atlanta,215,6.5,98,L,N,223.5,under
927,2022-03-01,Toronto,-360,-8.5,109,W,N,Brooklyn,280,8.5,108,L,Y,219.5,under
928,2022-03-01,Houston,240,7.0,100,L,N,Los Angeles Clippers,-290,-7.0,113,W,Y,229.5,under
929,2022-03-01,Minnesota,105,0.0,129,W,Y,Golden State,-125,0.0,114,L,N,231.0,over
930,2022-03-01,Los Angeles Lakers,180,5.5,104,L,Y,Dallas,-220,-5.5,109,W,N,217.0,under
931,2022-03-02,Cleveland,-150,-3.0,98,L,N,Charlotte,130,3.0,119,W,Y,218.5,under
932,2022-03-02,Orlando,-120,-2.0,114,L,N,Indiana,100,2.0,122,W,Y,232.0,over
933,2022-03-02,Philadelphia,-605,-10.5,123,W,Y,New York,420,10.5,108,L,N,223.5,over
934,2022-03-02,Houston,600,12.5,127,L,Y,Utah,-950,-12.5,132,W,N,232.5,over
935,2022-03-02,Milwaukee,-185,-4.5,120,W,N,Miami,160,4.5,119,L,Y,227.0,over
936,2022-03-02,New Orleans,-220,-5.0,125,W,Y,Sacramento,180,5.0,95,L,N,235.0,under
937,2022-03-02,Denver,-1100,-13.5,107,L,N,Oklahoma City,650,13.5,119,W,Y,226.5,under
938,2022-03-02,Phoenix,-1100,-13.0,120,W,Y,Portland,650,13.0,90,L,N,228.0,under
939,2022-03-03,Atlanta,165,4.5,130,W,Y,Chicago,-195,-4.5,124,L,N,231.5,over
940,2022-03-03,Boston,130,3.0,120,W,Y,Memphis,-150,-3.0,107,L,N,224.0,over
941,2022-03-03,Brooklyn,135,3.5,107,L,N,Miami,-160,-3.5,113,W,Y,221.0,under
942,2022-03-03,Toronto,-395,-8.5,106,L,N,Detroit,300,8.5,108,W,Y,216.5,under
943,2022-03-03,Dallas,125,2.5,122,W,Y,Golden State,-145,-2.5,113,L,N,219.0,over
944,2022-03-03,San Antonio,-245,-6.5,112,L,N,Sacramento,205,6.5,115,W,Y,238.0,under
945,2022-03-03,Los Angeles Clippers,-140,-2.5,132,W,Y,Los Angeles Lakers,120,2.5,111,L,N,218.5,over
946,2022-03-04,Detroit,140,3.5,111,W,Y,Indiana,-165,-3.5,106,L,N,230.5,under
947,2022-03-04,Philadelphia,-340,-7.5,125,W,N,Cleveland,270,7.5,119,L,Y,219.5,over
948,2022-03-04,Washington,145,3.0,114,L,p,Atlanta,-170,-3.0,117,W,p,221.5,over
949,2022-03-04,Toronto,-360,-8.0,97,L,N,Orlando,280,8.0,103,W,Y,220.5,under
950,2022-03-04,Chicago,140,3.5,112,L,N,Milwaukee,-165,-3.5,118,W,Y,238.0,under
951,2022-03-04,New Orleans,140,3.5,124,W,Y,Utah,-165,-3.5,90,L,N,228.5,under
952,2022-03-04,Oklahoma City,290,7.5,101,L,N,Minnesota,-380,-7.5,138,W,Y,230.5,over
953,2022-03-04,Denver,-1100,-13.5,116,W,Y,Houston,650,13.5,101,L,N,233.5,under
954,2022-03-04,Phoenix,-280,-6.5,115,W,N,New York,230,6.5,114,L,Y,224.5,over
955,2022-03-05,Dallas,-340,-7.5,114,W,N,Sacramento,270,7.5,113,L,Y,221.5,over
956,2022-03-05,Charlotte,-175,-3.5,123,W,Y,San Antonio,150,3.5,117,L,N,241.5,under
957,2022-03-05,Miami,-115,-1.0,99,W,Y,Philadelphia,-105,1.0,82,L,N,220.5,under
958,2022-03-05,Memphis,-1600,-15.5,124,W,Y,Orlando,800,15.5,96,L,N,231.5,under
959,2022-03-05,Minnesota,-1000,-13.0,135,W,Y,Portland,625,13.0,121,L,N,232.5,over
960,2022-03-05,Los Angeles Lakers,215,5.5,124,W,Y,Golden State,-260,-5.5,116,L,N,224.5,over
961,2022-03-06,Boston,-170,-3.0,126,W,Y,Brooklyn,145,3.0,120,L,N,227.5,over
962,2022-03-06,Milwaukee,-455,-7.5,132,W,Y,Phoenix,335,7.5,122,L,N,231.0,over
963,2022-03-06,Washington,-165,-3.0,133,W,Y,Indiana,140,3.0,123,L,N,227.5,over
964,2022-03-06,Houston,500,11.0,123,W,Y,Memphis,-750,-11.0,112,L,N,237.5,under
965,2022-03-06,Oklahoma City,625,13.0,103,L,p,Utah,-1000,-13.0,116,W,p,223.5,under
966,2022-03-06,Cleveland,-210,-4.5,104,W,Y,Toronto,175,4.5,96,L,N,210.0,under
967,2022-03-06,Denver,-175,-3.5,138,W,Y,New Orleans,150,3.5,130,L,N,227.5,over
968,2022-03-06,Los Angeles Clippers,-195,-4.0,93,L,N,New York,165,4.0,116,W,Y,217.0,under
969,2022-03-07,Detroit,275,8.0,113,W,Y,Atlanta,-350,-8.0,110,L,N,227.5,under
970,2022-03-07,Philadelphia,-270,-6.5,121,W,Y,Chicago,220,6.5,106,L,N,229.0,under
971,2022-03-07,Miami,-1500,-15.5,123,W,Y,Houston,775,15.5,106,L,N,226.0,over
972,2022-03-07,Minnesota,-1500,-15.0,124,W,Y,Portland,775,15.0,81,L,N,235.0,under
973,2022-03-07,Dallas,-125,-1.5,111,W,Y,Utah,105,1.5,103,L,N,217.0,under
974,2022-03-07,San Antonio,-140,-4.0,117,W,Y,Los Angeles Lakers,120,4.0,110,L,N,234.0,under
975,2022-03-07,Denver,170,4.5,131,W,Y,Golden State,-200,-4.5,124,L,N,212.5,over
976,2022-03-07,Sacramento,-165,-3.5,115,L,N,New York,140,3.5,131,W,Y,229.5,over
977,2022-03-08,Charlotte,150,3.0,121,L,N,Brooklyn,-175,-3.0,132,W,Y,241.5,over
978,2022-03-08,Indiana,165,4.5,124,L,Y,Cleveland,-195,-4.5,127,W,N,222.5,over
979,2022-03-08,Orlando,250,7.5,99,L,Y,Phoenix,-300,-7.5,102,W,N,223.5,under
980,2022-03-08,Memphis,-230,-5.5,132,W,Y,New Orleans,190,5.5,111,L,N,232.0,over
981,2022-03-08,Oklahoma City,725,14.5,115,L,N,Milwaukee,-1300,-14.5,142,W,Y,231.0,over
982,2022-03-08,Golden State,-300,-7.0,112,W,Y,Los Angeles Clippers,250,7.0,97,L,N,220.5,under
983,2022-03-09,Charlotte,265,7.0,101,L,N,Boston,-330,-7.0,115,W,Y,227.0,under
984,2022-03-09,Detroit,190,6.0,108,L,p,Chicago,-230,-6.0,114,W,p,226.0,under
985,2022-03-09,Miami,-360,-8.5,90,L,N,Phoenix,280,8.5,111,W,Y,217.5,under
986,2022-03-09,Milwaukee,-240,-5.5,124,W,Y,Atlanta,200,5.5,115,L,N,236.5,over
987,2022-03-09,Houston,160,4.0,139,W,Y,Los Angeles Lakers,-185,-4.0,130,L,N,232.5,over
988,2022-03-09,Minnesota,-1500,-14.5,132,W,Y,Oklahoma City,775,14.5,102,L,N,230.0,over
989,2022-03-09,New Orleans,-380,-8.0,102,L,N,Orlando,290,8.0,108,W,Y,221.5,under
990,2022-03-09,Dallas,-380,-8.0,77,L,N,New York,290,8.0,107,W,Y,215.5,under
991,2022-03-09,San Antonio,100,1.0,104,L,N,Toronto,-120,-1.0,119,W,Y,227.5,under
992,2022-03-09,Utah,-2200,-16.5,123,W,Y,Portland,1000,16.5,85,L,N,217.5,under
993,2022-03-09,Sacramento,150,4.5,100,L,N,Denver,-175,-4.5,106,W,Y,237.0,under
994,2022-03-09,Los Angeles Clippers,-195,-4.5,115,W,Y,Washington,165,4.5,109,L,N,220.0,over
995,2022-03-10,Philadelphia,-200,-4.5,100,L,N,Brooklyn,170,4.5,129,W,Y,229.5,under
996,2022-03-10,Denver,135,3.0,102,L,N,Golden State,-160,-3.0,113,W,Y,222.5,under
997,2022-03-11,Orlando,260,7.0,118,W,Y,Minnesota,-320,-7.0,110,L,N,233.0,under
998,2022-03-11,Atlanta,-230,-6.0,112,W,p,Los Angeles Clippers,190,6.0,106,L,p,228.5,under
999,2022-03-11,Boston,-1400,-14.0,114,W,N,Detroit,750,14.0,103,L,Y,216.0,over
1000,2022-03-11,Miami,-235,-5.5,117,W,Y,Cleveland,195,5.5,105,L,N,209.5,over
1001,2022-03-11,Houston,475,11.0,100,L,N,Dallas,-700,-11.0,113,W,Y,225.5,under
1002,2022-03-11,Memphis,-455,-9.5,118,W,N,New York,335,9.5,114,L,Y,232.0,push
1003,2022-03-11,New Orleans,105,-3.5,120,L,N,Charlotte,-125,3.5,142,W,Y,231.5,over
1004,2022-03-11,San Antonio,240,6.5,104,W,Y,Utah,-290,-6.5,102,L,N,229.5,under
1005,2022-03-11,Phoenix,-260,-5.5,112,L,N,Toronto,215,5.5,117,W,Y,220.5,over
1006,2022-03-11,Los Angeles Lakers,-195,-4.5,122,W,Y,Washington,165,4.5,109,L,N,228.5,over
1007,2022-03-12,Miami,-230,-5.5,104,L,N,Minnesota,190,5.5,113,W,Y,225.0,under
1008,2022-03-12,Chicago,-165,-2.5,101,W,Y,Cleveland,140,2.5,91,L,N,221.0,under
1009,2022-03-12,San Antonio,-225,-6.0,108,L,N,Indiana,185,6.0,119,W,Y,235.0,under
1010,2022-03-12,Golden State,105,1.0,122,W,Y,Milwaukee,-125,-1.0,109,L,N,231.5,under
1011,2022-03-12,Denver,-220,-5.5,115,L,N,Toronto,180,5.5,127,W,Y,225.0,over
1012,2022-03-12,Utah,-605,-10.0,134,W,N,Sacramento,420,10.0,125,L,Y,231.5,over
1013,2022-03-12,Portland,230,7.0,127,W,Y,Washington,-280,-7.0,118,L,N,219.0,over
1014,2022-03-13,Brooklyn,-235,-5.5,110,W,N,New York,195,5.5,107,L,Y,224.5,under
1015,2022-03-13,Detroit,200,5.0,102,L,Y,Los Angeles Clippers,-240,-5.0,106,W,N,218.0,under
1016,2022-03-13,Boston,-210,-5.0,92,L,N,Dallas,175,5.0,95,W,Y,217.0,under
1017,2022-03-13,Orlando,625,13.0,114,L,Y,Philadelphia,-1000,-13.0,116,W,N,223.0,over
1018,2022-03-13,Atlanta,-665,-11.0,131,W,N,Indiana,450,11.0,128,L,Y,236.5,over
1019,2022-03-13,New Orleans,-240,-6.0,130,W,Y,Houston,200,6.0,105,L,N,228.0,over
1020,2022-03-13,Oklahoma City,625,12.5,118,L,Y,Memphis,-1000,-12.5,125,W,N,230.0,over
1021,2022-03-13,Phoenix,-415,-8.5,140,W,Y,Los Angeles Lakers,310,8.5,111,L,N,228.0,over
1022,2022-03-14,Cleveland,-220,-5.5,120,W,Y,Los Angeles Clippers,180,5.5,111,L,N,211.5,over
1023,2022-03-14,Atlanta,-900,-12.0,122,W,N,Portland,575,12.0,113,L,Y,233.5,over
1024,2022-03-14,Philadelphia,-210,-5.0,110,L,N,Denver,175,5.0,114,W,Y,221.5,over
1025,2022-03-14,Oklahoma City,260,7.0,116,L,N,Charlotte,-320,-7.0,134,W,Y,231.0,over
1026,2022-03-14,San Antonio,180,6.0,139,L,N,Minnesota,-220,-6.0,149,W,Y,238.5,over
1027,2022-03-14,Golden State,-800,-12.0,126,W,Y,Washington,525,12.0,112,L,N,225.0,over
1028,2022-03-14,Sacramento,165,4.5,112,W,Y,Chicago,-195,-4.5,103,L,N,235.0,under
1029,2022-03-14,Utah,105,2.0,111,L,N,Milwaukee,-125,-2.0,117,W,Y,235.5,under
1030,2022-03-14,Los Angeles Lakers,175,5.0,103,L,N,Toronto,-210,-5.0,114,W,Y,224.5,under
1031,2022-03-15,Indiana,250,7.5,102,L,N,Memphis,-300,-7.5,135,W,Y,233.0,over
1032,2022-03-15,Orlando,360,9.5,108,L,N,Brooklyn,-500,-9.5,150,W,Y,231.0,over
1033,2022-03-15,Miami,-1000,-12.5,105,W,N,Detroit,625,12.5,98,L,Y,216.5,under
1034,2022-03-15,New Orleans,190,5.5,115,L,N,Phoenix,-230,-5.5,131,W,Y,225.0,over
1035,2022-03-16,Charlotte,-125,-1.5,116,W,Y,Atlanta,105,1.5,106,L,N,237.5,under
1036,2022-03-16,Cleveland,150,4.0,114,L,p,Philadelphia,-175,-4.0,118,W,p,217.0,over
1037,2022-03-16,Washington,190,5.5,109,L,N,Denver,-230,-5.5,127,W,Y,228.5,over
1038,2022-03-16,Brooklyn,105,1.5,111,L,N,Dallas,-125,-1.5,113,W,Y,220.5,over
1039,2022-03-16,New York,-625,-10.0,128,W,Y,Portland,430,10.0,98,L,N,225.0,over
1040,2022-03-16,Houston,450,11.0,112,L,N,Phoenix,-665,-11.0,129,W,Y,235.5,over
1041,2022-03-16,Minnesota,-395,-8.5,124,W,Y,Los Angeles Lakers,300,8.5,104,L,N,237.0,under
1042,2022-03-16,San Antonio,-1200,-14.0,122,W,N,Oklahoma City,700,14.0,120,L,Y,234.5,over
1043,2022-03-16,Utah,-270,-6.0,125,W,Y,Chicago,220,6.0,110,L,N,225.5,over
1044,2022-03-16,Golden State,-160,-3.0,88,L,N,Boston,135,3.0,110,W,Y,221.5,under
1045,2022-03-16,Sacramento,330,9.0,126,L,p,Milwaukee,-445,-9.0,135,W,p,240.5,over
1046,2022-03-16,Los Angeles Clippers,125,2.5,100,L,N,Toronto,-145,-2.5,103,W,Y,218.0,under
1047,2022-03-17,Orlando,-165,-3.5,120,L,N,Detroit,140,3.5,134,W,Y,219.0,over
1048,2022-03-18,Philadelphia,-170,-4.0,111,W,Y,Dallas,145,4.0,101,L,N,222.0,under
1049,2022-03-18,Atlanta,210,6.0,120,W,Y,Memphis,-250,-6.0,105,L,N,237.0,under
1050,2022-03-18,Brooklyn,-1200,-13.5,128,W,N,Portland,700,13.5,123,L,Y,225.0,over
1051,2022-03-18,Cleveland,120,2.5,119,W,Y,Denver,-140,-2.5,116,L,N,220.5,over
1052,2022-03-18,New York,-195,-4.5,100,W,N,Washington,165,4.5,97,L,Y,223.5,under
1053,2022-03-18,Toronto,-340,-8.5,123,L,N,Los Angeles Lakers,270,8.5,128,W,Y,224.5,over
1054,2022-03-18,Miami,-1600,-15.0,120,W,N,Oklahoma City,800,15.0,108,L,Y,220.0,over
1055,2022-03-18,Houston,130,3.0,118,L,p,Indiana,-150,-3.0,121,W,p,239.0,push
1056,2022-03-18,San Antonio,-160,-3.5,91,L,N,New Orleans,135,3.5,124,W,Y,237.0,under
1057,2022-03-18,Utah,-500,-10.0,121,W,Y,Los Angeles Clippers,360,10.0,92,L,N,220.5,under
1058,2022-03-18,Phoenix,-290,-7.0,129,W,Y,Chicago,240,7.0,102,L,N,230.0,over
1059,2022-03-18,Sacramento,285,8.5,97,L,N,Boston,-370,-8.5,126,W,Y,225.0,under
1060,2022-03-19,Minnesota,120,2.5,138,W,Y,Milwaukee,-140,-2.5,119,L,N,242.5,over
1061,2022-03-19,Charlotte,105,1.5,129,W,Y,Dallas,-125,-1.5,108,L,N,225.5,over
1062,2022-03-19,Cleveland,-415,-8.5,113,W,N,Detroit,310,8.5,109,L,Y,216.0,over
1063,2022-03-19,Washington,-130,-1.5,127,W,Y,Los Angeles Lakers,110,1.5,119,L,N,230.5,over
1064,2022-03-20,Indiana,-320,-7.5,129,W,Y,Portland,260,7.5,98,L,N,232.5,under
1065,2022-03-20,Houston,360,10.0,98,L,N,Memphis,-500,-10.0,122,W,Y,232.5,under
1066,2022-03-20,Atlanta,-170,-3.5,112,L,N,New Orleans,145,3.5,117,W,Y,232.5,under
1067,2022-03-20,Orlando,-210,-5.0,90,W,p,Oklahoma City,175,5.0,85,L,p,227.0,under
1068,2022-03-20,Sacramento,380,10.0,124,L,Y,Phoenix,-530,-10.0,127,W,N,231.5,over
1069,2022-03-20,New York,175,5.0,93,L,N,Utah,-210,-5.0,108,W,Y,222.5,under
1070,2022-03-20,Denver,130,3.0,104,L,N,Boston,-150,-3.0,124,W,Y,221.5,over
1071,2022-03-20,Philadelphia,-230,-5.5,88,L,N,Toronto,190,5.5,93,W,Y,223.5,under
1072,2022-03-20,Golden State,-230,-6.5,108,L,N,San Antonio,190,6.5,110,W,Y,229.0,under
1073,2022-03-21,Charlotte,-230,-6.0,106,W,N,New Orleans,190,6.0,103,L,Y,234.0,under
1074,2022-03-21,Cleveland,-250,-6.0,120,L,N,Los Angeles Lakers,210,6.0,131,W,Y,223.5,over
1075,2022-03-21,Detroit,-290,-7.0,115,L,N,Portland,240,7.0,119,W,Y,223.0,over
1076,2022-03-21,Philadelphia,105,1.5,113,W,Y,Miami,-125,-1.5,106,L,N,216.5,over
1077,2022-03-21,Brooklyn,-120,-1.0,114,W,Y,Utah,100,1.0,106,L,N,229.5,under
1078,2022-03-21,Chicago,-175,-4.0,113,W,Y,Toronto,150,4.0,99,L,N,225.0,under
1079,2022-03-21,Houston,175,5.0,115,W,Y,Washington,-210,-5.0,97,L,N,234.5,under
1080,2022-03-21,Oklahoma City,700,13.5,123,L,Y,Boston,-1200,-13.5,132,W,N,216.0,over
1081,2022-03-21,Dallas,-160,-3.5,110,W,N,Minnesota,135,3.5,108,L,Y,230.0,under
1082,2022-03-22,Orlando,300,8.5,94,W,Y,Golden State,-395,-8.5,90,L,N,215.0,under
1083,2022-03-22,New York,110,2.0,111,L,N,Atlanta,-130,-2.0,117,W,Y,225.5,over
1084,2022-03-22,Milwaukee,-230,-5.5,126,W,Y,Chicago,190,5.5,98,L,N,231.5,under
1085,2022-03-22,Denver,-300,-6.5,127,W,Y,Los Angeles Clippers,250,6.5,115,L,N,219.5,over
1086,2022-03-23,Charlotte,-275,-6.5,106,L,N,New York,225,6.5,121,W,Y,226.0,over
1087,2022-03-23,Detroit,210,6.0,122,W,Y,Atlanta,-250,-6.0,101,L,N,224.5,under
1088,2022-03-23,Indiana,-260,-6.0,109,L,N,Sacramento,215,6.0,110,W,Y,237.0,under
1089,2022-03-23,Boston,-270,-6.5,125,W,Y,Utah,220,6.5,97,L,N,220.5,over
1090,2022-03-23,Miami,-235,-5.5,104,L,N,Golden State,195,5.5,118,W,Y,214.5,over
1091,2022-03-23,Memphis,130,3.0,132,W,Y,Brooklyn,-150,-3.0,120,L,N,234.5,over
1092,2022-03-23,Minnesota,110,2.0,116,L,N,Phoenix,-130,-2.0,125,W,Y,234.5,over
1093,2022-03-23,Oklahoma City,-105,1.0,118,W,Y,Orlando,-115,-1.0,102,L,N,220.0,push
1094,2022-03-23,Dallas,-415,-8.5,110,W,Y,Houston,310,8.5,91,L,N,226.0,under
1095,2022-03-23,Los Angeles Lakers,240,7.0,121,L,Y,Philadelphia,-290,-7.0,126,W,N,227.5,over
1096,2022-03-23,Portland,220,6.5,96,L,N,San Antonio,-270,-6.5,133,W,Y,233.5,under
1097,2022-03-24,Toronto,-165,-3.5,117,W,Y,Cleveland,140,3.5,104,L,N,215.0,over
1098,2022-03-24,Memphis,-900,-12.5,133,W,Y,Indiana,575,12.5,103,L,N,235.5,over
1099,2022-03-24,Milwaukee,-1000,-12.0,114,W,p,Washington,625,12.0,102,L,p,233.0,under
1100,2022-03-24,New Orleans,100,1.0,126,W,Y,Chicago,-120,-1.0,109,L,N,228.5,over
1101,2022-03-24,Denver,-160,-3.0,130,L,N,Phoenix,135,3.0,140,W,Y,231.0,over
1102,2022-03-25,Charlotte,135,3.5,107,W,Y,Utah,-160,-3.5,101,L,N,231.5,under
1103,2022-03-25,Detroit,-140,-2.5,97,L,N,Washington,120,2.5,100,W,Y,218.0,under
1104,2022-03-25,Atlanta,-130,-2.0,121,W,Y,Golden State,110,2.0,110,L,N,220.0,over
1105,2022-03-25,Miami,-235,-5.5,103,L,N,New York,195,5.5,111,W,Y,215.5,under
1106,2022-03-25,Minnesota,-120,-1.5,116,W,Y,Dallas,100,1.5,95,L,N,227.5,under
1107,2022-03-25,Portland,140,3.5,106,L,N,Houston,-165,-3.5,125,W,Y,235.5,under
1108,2022-03-25,Los Angeles Clippers,195,5.5,97,L,N,Philadelphia,-235,-5.5,122,W,Y,221.5,under
1109,2022-03-26,New Orleans,-220,-5.0,103,L,N,San Antonio,180,5.0,107,W,Y,234.0,under
1110,2022-03-26,Orlando,-150,-3.0,110,L,N,Sacramento,130,3.0,114,W,Y,224.0,push
1111,2022-03-26,Toronto,-500,-9.0,131,W,Y,Indiana,360,9.0,91,L,N,227.0,under
1112,2022-03-26,Cleveland,-115,-1.0,94,L,N,Chicago,-105,1.0,98,W,Y,220.5,under
1113,2022-03-26,Miami,135,2.0,95,L,N,Brooklyn,-160,-2.0,110,W,Y,227.0,under
1114,2022-03-26,Memphis,-130,-2.0,127,W,Y,Milwaukee,110,2.0,102,L,N,226.0,over
1115,2022-03-26,Denver,-1300,-13.5,113,W,N,Oklahoma City,725,13.5,107,L,Y,226.0,under
1116,2022-03-26,Portland,165,4.5,98,L,N,Houston,-195,-4.5,115,W,Y,232.5,under
1117,2022-03-27,Detroit,160,4.5,102,L,Y,New York,-185,-4.5,104,W,N,220.0,under
1118,2022-03-27,Boston,-240,-6.0,134,W,Y,Minnesota,200,6.0,112,L,N,227.5,over
1119,2022-03-27,Washington,250,7.5,123,W,Y,Golden State,-300,-7.5,115,L,N,221.5,over
1120,2022-03-27,Phoenix,-200,-5.0,114,W,Y,Philadelphia,170,5.0,104,L,N,229.5,under
1121,2022-03-27,New Orleans,-160,-3.0,116,W,Y,Los Angeles Lakers,135,3.0,108,L,N,229.0,under
1122,2022-03-27,Brooklyn,-290,-6.5,110,L,N,Charlotte,240,6.5,119,W,Y,238.0,under
1123,2022-03-27,Dallas,-135,-2.5,114,W,Y,Utah,115,2.5,100,L,N,221.0,under
1124,2022-03-28,Charlotte,150,3.5,109,L,N,Denver,-175,-3.5,113,W,Y,231.5,under
1125,2022-03-28,Cleveland,-530,-10.0,107,W,N,Orlando,380,10.0,101,L,Y,214.0,under
1126,2022-03-28,Indiana,255,7.0,123,L,N,Atlanta,-310,-7.0,132,W,Y,235.0,over
1127,2022-03-28,Miami,-1000,-13.0,123,W,Y,Sacramento,625,13.0,100,L,N,219.5,over
1128,2022-03-28,New York,160,4.5,109,W,Y,Chicago,-185,-4.5,104,L,N,223.5,under
1129,2022-03-28,Toronto,-120,2.0,115,W,Y,Boston,100,-2.0,112,L,N,219.5,over
1130,2022-03-28,Houston,220,6.5,120,L,Y,San Antonio,-270,-6.5,123,W,N,237.5,over
1131,2022-03-28,Memphis,-555,-7.5,123,W,Y,Golden State,395,7.5,95,L,N,224.5,under
1132,2022-03-28,Portland,125,3.5,131,L,Y,Oklahoma City,-145,-3.5,134,W,N,222.5,over
1133,2022-03-29,Philadelphia,-125,-2.0,116,L,N,Milwaukee,105,2.0,118,W,Y,227.5,over
1134,2022-03-29,Washington,130,3.0,94,L,N,Chicago,-150,-3.0,107,W,Y,224.5,under
1135,2022-03-29,Brooklyn,-1100,-12.5,130,W,N,Detroit,650,12.5,123,L,Y,229.5,over
1136,2022-03-29,Dallas,-750,-11.5,128,W,Y,Los Angeles Lakers,500,11.5,110,L,N,219.0,over
1137,2022-03-29,Los Angeles Clippers,-115,-1.0,121,W,Y,Utah,-105,1.0,115,L,N,216.0,over
1138,2022-03-30,Cleveland,150,4.0,112,L,N,Dallas,-175,-4.0,120,W,Y,213.5,over
1139,2022-03-30,Indiana,335,9.5,118,L,Y,Denver,-455,-9.5,125,W,N,232.0,over
1140,2022-03-30,Washington,-175,-4.0,127,W,Y,Orlando,150,4.0,110,L,N,222.0,over
1141,2022-03-30,Boston,-210,-5.0,98,L,N,Miami,175,5.0,106,W,Y,214.5,under
1142,2022-03-30,New York,105,2.0,114,L,N,Charlotte,-125,-2.0,125,W,Y,226.0,over
1143,2022-03-30,Toronto,-150,-3.0,125,W,Y,Minnesota,130,3.0,102,L,N,228.5,under
1144,2022-03-30,Houston,115,2.5,118,L,N,Sacramento,-135,-2.5,121,W,Y,233.0,over
1145,2022-03-30,Oklahoma City,500,11.5,118,L,N,Atlanta,-750,-11.5,136,W,Y,228.5,over
1146,2022-03-30,San Antonio,210,6.5,111,L,Y,Memphis,-250,-6.5,112,W,N,231.0,under
1147,2022-03-30,Golden State,225,6.5,103,L,Y,Phoenix,-275,-6.5,107,W,N,224.5,under
1148,2022-03-30,Portland,550,12.0,107,L,Y,New Orleans,-850,-12.0,117,W,N,228.5,under
1149,2022-03-31,Detroit,410,11.0,102,W,Y,Philadelphia,-585,-11.0,94,L,N,222.5,under
1150,2022-03-31,Atlanta,-160,-3.5,131,W,Y,Cleveland,135,3.5,107,L,N,214.5,over
1151,2022-03-31,Brooklyn,-130,-1.5,119,L,N,Milwaukee,110,1.5,120,W,Y,238.0,over
1152,2022-03-31,Chicago,-170,-3.5,135,W,Y,Los Angeles Clippers,145,3.5,130,L,N,223.5,over
1153,2022-03-31,Utah,-625,-11.5,122,W,Y,Los Angeles Lakers,430,11.5,109,L,N,225.0,over
1154,2022-04-01,Orlando,390,9.5,89,L,N,Toronto,-545,-9.5,102,W,Y,218.5,under
1155,2022-04-01,Washington,310,8.5,135,W,Y,Dallas,-415,-8.5,103,L,N,220.5,over
1156,2022-04-01,Boston,-1600,-14.5,128,W,N,Indiana,800,14.5,123,L,Y,221.5,over
1157,2022-04-01,Houston,110,2.0,117,L,N,Sacramento,-130,-2.0,122,W,Y,232.0,over
1158,2022-04-01,Memphis,255,2.5,122,W,Y,Phoenix,-310,-2.5,114,L,N,230.0,over
1159,2022-04-01,Milwaukee,-395,-8.0,119,L,N,Los Angeles Clippers,300,8.0,153,W,Y,232.0,over
1160,2022-04-01,Oklahoma City,160,4.0,101,L,N,Detroit,-185,-4.0,110,W,Y,220.0,under
1161,2022-04-01,San Antonio,-1900,-14.5,130,W,Y,Portland,900,14.5,111,L,N,231.0,over
1162,2022-04-01,Denver,-185,-4.0,130,L,N,Minnesota,160,4.0,136,W,Y,234.5,over
1163,2022-04-01,Los Angeles Lakers,-140,-2.0,111,L,N,New Orleans,120,2.0,114,W,Y,234.0,under
1164,2022-04-02,Philadelphia,-230,-5.5,144,W,Y,Charlotte,190,5.5,114,L,N,231.5,over
1165,2022-04-02,New York,110,2.0,101,L,N,Cleveland,-130,-2.0,119,W,Y,214.5,over
1166,2022-04-02,Atlanta,100,1.0,122,W,Y,Brooklyn,-120,-1.0,115,L,N,241.5,under
1167,2022-04-02,Chicago,110,2.0,109,L,N,Miami,-130,-2.0,127,W,Y,220.5,over
1168,2022-04-02,Golden State,105,1.5,111,W,Y,Utah,-125,-1.5,107,L,N,219.0,under
1169,2022-04-03,Boston,-900,-12.5,144,W,Y,Washington,575,12.5,102,L,N,221.5,over
1170,2022-04-03,Milwaukee,-210,-5.0,112,L,N,Dallas,175,5.0,118,W,Y,227.5,over
1171,2022-04-03,Los Angeles Lakers,130,3.0,118,L,N,Denver,-150,-3.0,129,W,Y,230.5,over
1172,2022-04-03,Indiana,-135,-2.0,117,L,N,Detroit,115,2.0,121,W,Y,232.0,over
1173,2022-04-03,Cleveland,160,4.5,108,L,Y,Philadelphia,-185,-4.5,112,W,N,224.5,under
